domain_ID,domain_name,cookies_default,cookies_dont,cookies_ninja,cookies_accepted,clicked,location,first_parties
74,medium.com,1,1,1,2,False,[],[]
75,spotify.com,1,1,1,5,True,"['US', 'US', 'US', 'US', 'US']","[True, False, True, True, False]"
76,xvideos.com,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, True, False, False, False]"
77,booking.com,3,2,3,5,True,"['NL', 'NL', 'NL', 'NL', 'NL', 'NL', 'NL', 'NL', 'NL', 'NL']","[True, True, True, True, False, True, True, True, True, True]"
79,sindonews.com,6,6,6,5,False,"['ID', 'ID']","[True, True]"
82,bilibili.com,0,0,0,0,False,[],[]
83,sogou.com,1,1,1,1,False,['SG'],[False]
87,soundcloud.com,1,1,1,2,True,"['US', 'US', 'US', 'US']","[False, False, False, False]"
88,amazon.co.uk,2,2,2,4,True,"['IE', 'US', 'US', 'IE', 'IE', 'IE', 'IE', 'IE', 'US', 'US', 'IE', 'IE', 'IE', 'IE']","[False, False, False, False, False, True, False, False, False, True, False, False, False, False]"
89,so.com,1,1,2,1,False,"['SG', 'SG', 'CN', 'SG', 'SG', 'SG', 'SG', 'US', 'CN', 'CN', 'CN']","[True, False, False, False, False, False, False, True, False, False, False]"
90,github.com,1,1,1,2,True,"['US', 'US', 'US', 'US', 'US']","[True, True, False, False, True]"
92,google.it,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
94,whatsapp.com,0,0,0,0,False,"['IE', 'IE']","[True, True]"
95,google.ru,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
96,google.de,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
97,amazon.de,2,2,2,3,False,"['ES', 'ES', 'IE', 'IE', 'IE', 'IE', 'IE', 'ES', 'IE', 'ES', 'IE', 'IE', 'IE']","[False, False, False, False, True, False, False, False, False, True, False, False, False]"
98,google.fr,1,1,1,2,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
99,indeed.com,1,1,1,3,True,"['GB', 'GB', 'GB', 'GB', 'US', 'GB', 'GB', 'GB', 'GB', 'GB']","[True, True, False, True, False, True, True, False, False, True]"
100,imgur.com,1,1,1,1,True,"['GB', 'GB', 'GB', 'GB', 'GB', 'GB', 'GB', 'GB', 'GB']","[False, False, False, False, False, False, False, False, False]"
102,pixnet.net,2,2,2,2,False,[],[]
103,xhamster.com,1,1,1,1,True,"['US', 'NL', 'US', 'US', 'US', 'US']","[True, False, True, False, False, True]"
104,onlinesbi.com,1,1,1,1,False,[],[]
107,freepik.com,1,1,1,1,True,"['FR', 'FR', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'FR', 'FR', 'US', 'US', 'US', 'US', 'US', 'FR']","[False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False]"
108,paypal.com,1,1,1,1,True,"['US', 'US']","[True, True]"
109,hotstar.com,1,1,1,1,False,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']","[False, False, False, False, False, False, False]"
110,google.es,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]"
111,thestartmagazine.com,0,0,0,0,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False]"
113,intuit.com,2,1,4,2,False,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'IE', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'US', 'US', 'ES', 'IE', 'US', 'ES', 'US', 'US', 'ES', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False]"
114,stackexchange.com,0,0,0,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, True, True, True, True, True, True, False]"
115,bbc.co.uk,1,2,2,0,True,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'IE', 'US']","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False]"
117,gmw.cn,0,0,0,0,False,[],[]
120,grid.id,1,1,1,2,False,[],[]
122,fandom.com,1,2,2,2,False,[],[]
124,espn.com,3,3,3,5,True,[],[]
125,shutterstock.com,2,1,3,3,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
126,wetransfer.com,2,2,2,2,True,"['IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'US']","[True, False, True, False, True, True, False]"
127,cricbuzz.com,1,1,1,1,True,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
128,theguardian.com,2,2,2,3,True,"['US', 'IE', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, True, True, False, False, False, False]"
130,nih.gov,0,0,0,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]"
131,discordapp.com,1,1,1,1,False,[],[]
132,udemy.com,2,2,2,5,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
134,google.com.tw,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
137,etsy.com,1,1,1,5,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
138,savefrom.net,1,1,1,1,False,"['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'RU', 'FR', 'FR', 'FR', 'DE', 'DE', 'GB', 'GB', 'RU', 'GB']","[True, False, False, False, False, False, False, False, True, False, False, False, True, False, True, True, True, False]"
140,google.com.mx,1,2,1,1,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False, True, True]"
141,mercadolivre.com.br,1,1,1,1,False,"['US', 'US', 'US', 'US', 'US', 'US']","[True, True, False, False, False, True]"
142,chaturbate.com,3,2,4,3,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, True, True, False, True, False, True, True, False]"
143,google.co.uk,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
144,google.com.tr,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
145,canva.com,2,2,2,2,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, True, True, True, True, True, True, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True]"
149,daum.net,0,0,0,0,False,"['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]"
150,gome.com.cn,0,0,0,0,False,"['CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN']","[False, False, False, False, False, False, False, True, False]"
151,office365.com,1,1,1,2,True,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
153,google.com.sg,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
154,slideshare.net,2,2,2,3,False,"['US', 'US', 'US']","[False, False, False]"
161,bet9ja.com,1,1,1,9,False,"['AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'AT', 'IE', 'AT']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
162,wikihow.com,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
164,craigslist.org,1,1,1,1,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False]"
166,mediafire.com,1,1,1,1,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]"
167,cnet.com,1,4,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB', 'ES', 'GB']","[True, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
168,duckduckgo.com,0,0,0,0,False,"['IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE', 'IE']","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
169,archive.org,1,1,1,1,False,[],[]
171,google.cn,0,0,0,0,False,"['US', 'US', 'US']","[False, False, False]"
172,researchgate.net,1,1,1,1,True,['US'],[True]
173,primevideo.com,1,1,1,1,True,[],[]
176,speedtest.net,2,2,2,6,True,[],[]
179,t.co,0,0,0,0,False,"['IE', 'CN', 'IE', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'DE', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'DE', 'US', 'ES', 'DE', 'ES', 'US', 'IE', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'FR', 'US', 'ES', 'GB', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'GB', 'US', 'US', 'US', 'US', 'US', 'ES', 'ES', 'ES', 'IE', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'FR', 'US', 'US', 'ES', 'IE', 'US', 'ES', 'US', 'US', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'BR', 'US', 'GB', 'DE', 'US', 'US', 'US', 'US', 'US', 'GB', 'US', 'US', 'US', 'US', 'US', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'IE', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB', 'ES', 'GB', 'IE', 'ES', 'US', 'ES', 'US', 'ES', 'FR', 'ES', 'ES', 'FR', 'US', 'US', 'US', 'US', 'GB', 'ES', 'ES', 'US', 'FR', 'US', 'US', 'US', 'US', 'US', 'DE', 'US', 'US', 'ES', 'US', 'CN', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB', 'IE', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'FR', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'US', 'ES', 'ES', 'US', 'ES', 'ES', 'FR', 'US', 'ES', 'ES', 'ES', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'ES', 'ES', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False]"
180,walmart.com,3,2,3,4,False,"['ES', 'US', 'ES', 'ES', 'FR', 'ES', 'ES', 'FR', 'US', 'US', 'US', 'US', 'GB', 'ES', 'ES', 'US', 'FR', 'DE']","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]"
181,zillow.com,2,4,4,3,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False]"
186,forbes.com,0,0,0,5,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]"
190,food.tmall.com,0,0,0,0,False,"['US', 'US', 'CN']","[False, False, False]"
191,y2mate.com,0,0,0,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False]"
192,hdfcbank.com,0,0,0,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, False, False, False]"
193,zhihu.com,1,1,1,1,False,[],[]
196,w3schools.com,0,0,4,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True]"
198,google.ca,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
201,taboola.com,0,0,0,0,True,"['US', 'NL', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'NL']","[True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True]"
203,ebay.de,2,1,2,4,True,"['ES', 'ES', 'ES', 'US', 'ES', 'US', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, True, False, False, False, False, False, False, False, False, True, True, True]"
205,thepiratebay.org,0,1,0,1,False,[],[]
206,nvzhuang.tmall.com,0,0,0,0,False,['US'],[False]
207,wix.com,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, True, False, False, False, True, False, False, True, False]"
210,metropoles.com,5,4,3,0,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'GB', 'FR', 'US', 'GB', 'US', 'US', 'US']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
212,ilovepdf.com,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
213,nianhuo.tmall.com,0,0,0,0,False,[],[]
214,iqoption.com,2,2,2,2,False,[],[]
216,gfycat.com,0,0,0,0,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
217,evernote.com,0,0,0,0,False,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
218,arcgis.com,0,0,0,0,False,[],[]
219,crptgate.com,2,2,2,4,False,[],[]
220,google.co.th,2,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
221,healthline.com,0,1,0,6,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, True, True, True, True, True, True, True, True, True, True, True, True, False, True]"
222,postlnk.com,0,0,0,0,False,"['GB', 'GB']","[False, False]"
223,google.com.sa,1,1,2,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
224,businessinsider.com,2,2,2,3,True,[],[]
226,google.com.ar,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False, True, True]"
230,googlevideo.com,1,1,1,1,False,[],[]
231,thesaurus.com,1,1,1,4,True,[],[]
232,amazon.ca,4,4,4,5,True,[],[]
237,bestbuy.com,2,2,2,1,False,"['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']","[True, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]"
241,quora.com,1,1,1,1,True,[],[]
243,washingtonpost.com,1,1,1,1,False,"['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']","[True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]"
244,academia.edu,3,3,3,1,True,"['US', 'US', 'US', 'US', 'US']","[True, False, False, False, True]"
246,tradingview.com,0,0,0,0,True,[],[]
247,investing.com,6,7,6,9,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False]"
248,tistory.com,0,0,0,0,False,"['KR', 'ES', 'ES', 'KR']","[True, False, False, True]"
249,google.co.id,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
252,smallpdf.com,0,0,0,0,False,[],[]
253,manoramaonline.com,2,2,2,3,False,[],[]
254,google.co.kr,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
255,breitbart.com,0,1,0,1,False,[],[]
256,aliyun.com,0,1,0,0,False,[],[]
259,capitalone.com,3,3,3,3,False,[],[]
260,subject.tmall.com,0,0,0,0,False,"['CN', 'CN']","[False, False]"
262,ask.com,3,2,2,4,True,[],[]
263,google.pl,1,1,1,1,True,"['US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, False, False]"
264,ebay.co.uk,2,1,2,4,True,"['ES', 'ES', 'ES', 'US', 'ES', 'ES', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","[True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
266,hulu.com,1,2,2,2,False,[],[]
